image,label
dataset/images/trashbin_72.jpg, 0
dataset/images/trashbin_73.jpg, 0
dataset/images/trashbin_74.jpg, 0
dataset/images/trashbin_75.jpg, 0
dataset/images/trashbin_76.jpg, 0
dataset/images/trashbin_77.jpg, 0
dataset/images/trashbin_78.jpg, 0
dataset/images/trashbin_79.jpg, 0
dataset/images/trashbin_80.jpg, 0
dataset/images/trashbin_81.jpg, 0
dataset/images/trashbin_82.jpg, 0
dataset/images/trashbin_83.jpg, 0
dataset/images/trashbin_84.jpg, 0
dataset/images/trashbin_85.jpg, 0
dataset/images/trashbin_86.jpg, 0
dataset/images/trashbin_87.jpg, 0
dataset/images/trashbin_88.jpg, 0
dataset/images/trashbin_89.jpg, 0
dataset/images/trashbin_90.jpg, 0
dataset/images/trashbin_91.jpg, 0
dataset/images/trashbin_92.jpg, 0
dataset/images/trashbin_93.jpg, 0
dataset/images/trashbin_94.jpg, 0
dataset/images/trashbin_95.jpg, 0
dataset/images/trashbin_96.jpg, 0
dataset/images/trashbin_97.jpg, 0
dataset/images/trashbin_98.jpg, 0
dataset/images/trashbin_99.jpg, 0
dataset/images/trashbin_100.jpg, 0
dataset/images/trashbin_101.jpg, 0
dataset/images/trashbin_102.jpg, 0
dataset/images/trashbin_103.jpg, 0
dataset/images/trashbin_104.jpg, 0
dataset/images/trashbin_105.jpg, 0
dataset/images/trashbin_106.jpg, 0
dataset/images/trashbin_107.jpg, 0
dataset/images/trashbin_108.jpg, 0
dataset/images/trashbin_109.jpg, 0
dataset/images/trashbin_110.jpg, 0
dataset/images/trashbin_111.jpg, 0
dataset/images/trashbin_112.jpg, 0
dataset/images/trashbin_113.jpg, 0
dataset/images/trashbin_114.jpg, 0
dataset/images/trashbin_115.jpg, 0
dataset/images/trashbin_116.jpg, 0
dataset/images/trashbin_117.jpg, 0
dataset/images/trashbin_118.jpg, 0
dataset/images/trashbin_119.jpg, 0
dataset/images/trashbin_120.jpg, 0
dataset/images/trashbin_121.jpg, 0
dataset/images/trashbin_122.jpg, 0
dataset/images/trashbin_123.jpg, 0
dataset/images/trashbin_124.jpg, 0
dataset/images/trashbin_125.jpg, 0
dataset/images/trashbin_126.jpg, 0
dataset/images/trashbin_127.jpg, 0
dataset/images/trashbin_128.jpg, 0
dataset/images/trashbin_129.jpg, 0
dataset/images/trashbin_130.jpg, 0
dataset/images/trashbin_131.jpg, 0
dataset/images/trashbin_132.jpg, 0
dataset/images/trashbin_133.jpg, 0
dataset/images/trashbin_134.jpg, 0
dataset/images/trashbin_135.jpg, 0
dataset/images/trashbin_136.jpg, 0
dataset/images/trashbin_137.jpg, 0
dataset/images/trashbin_138.jpg, 0
dataset/images/trashbin_139.jpg, 0
dataset/images/trashbin_140.jpg, 0
dataset/images/trashbin_141.jpg, 0
dataset/images/trashbin_142.jpg, 0
dataset/images/trashbin_143.jpg, 0
dataset/images/trashbin_144.jpg, 0
dataset/images/trashbin_145.jpg, 0
dataset/images/trashbin_146.jpg, 0
dataset/images/trashbin_147.jpg, 0
dataset/images/trashbin_148.jpg, 0
dataset/images/trashbin_149.jpg, 0
dataset/images/trashbin_150.jpg, 0
dataset/images/trashbin_151.jpg, 0
dataset/images/trashbin_152.jpg, 0
dataset/images/trashbin_153.jpg, 0
dataset/images/trashbin_154.jpg, 0
dataset/images/trashbin_155.jpg, 0
dataset/images/trashbin_156.jpg, 0
dataset/images/trashbin_157.jpg, 0
dataset/images/trashbin_158.jpg, 0
dataset/images/trashbin_159.jpg, 0
dataset/images/trashbin_160.jpg, 0
dataset/images/trashbin_161.jpg, 0
dataset/images/trashbin_162.jpg, 0
dataset/images/trashbin_163.jpg, 0
dataset/images/trashbin_164.jpg, 0
dataset/images/trashbin_165.jpg, 0
dataset/images/trashbin_166.jpg, 0
dataset/images/trashbin_167.jpg, 0
dataset/images/trashbin_168.jpg, 0
dataset/images/trashbin_169.jpg, 0
dataset/images/trashbin_170.jpg, 0
dataset/images/trashbin_171.jpg, 0
dataset/images/trashbin_172.jpg, 0
dataset/images/trashbin_173.jpg, 0
dataset/images/trashbin_174.jpg, 0
dataset/images/trashbin_175.jpg, 0
dataset/images/trashbin_176.jpg, 0
dataset/images/trashbin_177.jpg, 0
dataset/images/trashbin_178.jpg, 0
dataset/images/trashbin_179.jpg, 0
dataset/images/trashbin_180.jpg, 0
dataset/images/trashbin_181.jpg, 0
dataset/images/trashbin_182.jpg, 0
dataset/images/trashbin_183.jpg, 0
dataset/images/trashbin_184.jpg, 0
dataset/images/trashbin_185.jpg, 0
dataset/images/trashbin_186.jpg, 0
dataset/images/trashbin_187.jpg, 0
dataset/images/trashbin_188.jpg, 0
dataset/images/trashbin_189.jpg, 0
dataset/images/trashbin_190.jpg, 0
dataset/images/trashbin_191.jpg, 0
dataset/images/trashbin_192.jpg, 0
dataset/images/trashbin_193.jpg, 0
dataset/images/trashbin_194.jpg, 0
dataset/images/trashbin_195.jpg, 0
dataset/images/trashbin_196.jpg, 0
dataset/images/trashbin_197.jpg, 0
dataset/images/trashbin_198.jpg, 0
dataset/images/trashbin_199.jpg, 0
dataset/images/trashbin_200.jpg, 0
dataset/images/trashbin_201.jpg, 0
dataset/images/trashbin_202.jpg, 0
dataset/images/trashbin_203.jpg, 0
dataset/images/trashbin_204.jpg, 0
dataset/images/trashbin_205.jpg, 0
dataset/images/trashbin_206.jpg, 0
dataset/images/trashbin_207.jpg, 0
dataset/images/trashbin_208.jpg, 0
dataset/images/trashbin_209.jpg, 0
dataset/images/trashbin_210.jpg, 0
dataset/images/trashbin_211.jpg, 0
dataset/images/trashbin_212.jpg, 0
dataset/images/trashbin_213.jpg, 0
dataset/images/trashbin_214.jpg, 0
dataset/images/trashbin_215.jpg, 0
dataset/images/trashbin_216.jpg, 0
dataset/images/trashbin_217.jpg, 0
dataset/images/trashbin_218.jpg, 0
dataset/images/trashbin_219.jpg, 0
dataset/images/trashbin_220.jpg, 0
dataset/images/trashbin_221.jpg, 0
dataset/images/trashbin_222.jpg, 0
dataset/images/trashbin_223.jpg, 0
dataset/images/trashbin_224.jpg, 0
dataset/images/trashbin_225.jpg, 0
dataset/images/trashbin_226.jpg, 0
dataset/images/trashbin_227.jpg, 0
dataset/images/trashbin_228.jpg, 0
dataset/images/trashbin_229.jpg, 0
dataset/images/trashbin_230.jpg, 0
dataset/images/trashbin_231.jpg, 0
dataset/images/trashbin_232.jpg, 0
dataset/images/trashbin_233.jpg, 0
dataset/images/trashbin_234.jpg, 0
dataset/images/trashbin_235.jpg, 0
dataset/images/trashbin_236.jpg, 0
dataset/images/trashbin_237.jpg, 0
dataset/images/trashbin_238.jpg, 0
dataset/images/trashbin_239.jpg, 0
dataset/images/trashbin_240.jpg, 0
dataset/images/trashbin_241.jpg, 0
dataset/images/trashbin_242.jpg, 0
dataset/images/trashbin_243.jpg, 0
dataset/images/trashbin_244.jpg, 0
dataset/images/trashbin_245.jpg, 0
dataset/images/trashbin_246.jpg, 0
dataset/images/trashbin_247.jpg, 0
dataset/images/trashbin_248.jpg, 0
dataset/images/trashbin_249.jpg, 0
dataset/images/trashbin_250.jpg, 0
dataset/images/trashbin_251.jpg, 0
dataset/images/trashbin_252.jpg, 0
dataset/images/trashbin_253.jpg, 0
dataset/images/trashbin_254.jpg, 0
dataset/images/trashbin_255.jpg, 0
dataset/images/trashbin_256.jpg, 0
dataset/images/trashbin_257.jpg, 0
dataset/images/trashbin_258.jpg, 0
dataset/images/trashbin_259.jpg, 0
dataset/images/trashbin_260.jpg, 0
dataset/images/trashbin_261.jpg, 0
dataset/images/trashbin_262.jpg, 0
dataset/images/trashbin_263.jpg, 0
dataset/images/trashbin_264.jpg, 0
dataset/images/trashbin_265.jpg, 0
dataset/images/trashbin_266.jpg, 0
dataset/images/trashbin_267.jpg, 0
dataset/images/trashbin_268.jpg, 0
dataset/images/trashbin_269.jpg, 0
dataset/images/trashbin_270.jpg, 0
dataset/images/trashbin_271.jpg, 0
dataset/images/trashbin_272.jpg, 0
dataset/images/trashbin_273.jpg, 0
dataset/images/trashbin_274.jpg, 0
dataset/images/trashbin_275.jpg, 0
dataset/images/trashbin_276.jpg, 0
dataset/images/trashbin_277.jpg, 0
dataset/images/trashbin_278.jpg, 0
dataset/images/trashbin_279.jpg, 0
dataset/images/trashbin_280.jpg, 0
dataset/images/trashbin_281.jpg, 0
dataset/images/trashbin_282.jpg, 0
dataset/images/trashbin_283.jpg, 0
dataset/images/trashbin_284.jpg, 0
dataset/images/trashbin_285.jpg, 0
dataset/images/trashbin_286.jpg, 0
dataset/images/trashbin_287.jpg, 0
dataset/images/trashbin_288.jpg, 0
dataset/images/trashbin_289.jpg, 0
dataset/images/trashbin_290.jpg, 0
dataset/images/trashbin_291.jpg, 0
dataset/images/trashbin_292.jpg, 0
dataset/images/trashbin_293.jpg, 0
dataset/images/trashbin_294.jpg, 0
dataset/images/trashbin_295.jpg, 0
dataset/images/trashbin_296.jpg, 0
dataset/images/trashbin_297.jpg, 0
dataset/images/trashbin_298.jpg, 0
dataset/images/trashbin_299.jpg, 0
dataset/images/trashbin_300.jpg, 0
dataset/images/trashbin_301.jpg, 0
dataset/images/trashbin_302.jpg, 0
dataset/images/trashbin_303.jpg, 0
dataset/images/trashbin_304.jpg, 0
dataset/images/trashbin_305.jpg, 0
dataset/images/trashbin_306.jpg, 0
dataset/images/trashbin_307.jpg, 0
dataset/images/trashbin_308.jpg, 0
dataset/images/trashbin_309.jpg, 0
dataset/images/trashbin_310.jpg, 0
dataset/images/trashbin_311.jpg, 0
dataset/images/trashbin_312.jpg, 0
dataset/images/trashbin_313.jpg, 0
dataset/images/trashbin_314.jpg, 0
dataset/images/trashbin_315.jpg, 0
dataset/images/trashbin_316.jpg, 0
dataset/images/trashbin_317.jpg, 0
dataset/images/trashbin_318.jpg, 0
dataset/images/trashbin_319.jpg, 0
dataset/images/trashbin_320.jpg, 0
dataset/images/trashbin_321.jpg, 0
dataset/images/trashbin_322.jpg, 0
dataset/images/trashbin_323.jpg, 0
dataset/images/trashbin_324.jpg, 0
dataset/images/trashbin_325.jpg, 0
dataset/images/trashbin_326.jpg, 0
dataset/images/trashbin_327.jpg, 0
dataset/images/trashbin_328.jpg, 0
dataset/images/trashbin_329.jpg, 0
dataset/images/trashbin_330.jpg, 0
dataset/images/trashbin_331.jpg, 0
dataset/images/trashbin_332.jpg, 0
dataset/images/trashbin_333.jpg, 0
dataset/images/trashbin_334.jpg, 0
dataset/images/trashbin_335.jpg, 0
dataset/images/trashbin_336.jpg, 0
dataset/images/trashbin_337.jpg, 0
dataset/images/trashbin_338.jpg, 0
dataset/images/trashbin_339.jpg, 0
dataset/images/trashbin_340.jpg, 0
dataset/images/trashbin_341.jpg, 0
dataset/images/trashbin_342.jpg, 0
dataset/images/trashbin_343.jpg, 0
dataset/images/trashbin_344.jpg, 0
dataset/images/trashbin_345.jpg, 0
dataset/images/trashbin_346.jpg, 0
dataset/images/trashbin_347.jpg, 0
dataset/images/trashbin_348.jpg, 0
dataset/images/trashbin_349.jpg, 0
dataset/images/trashbin_350.jpg, 0
dataset/images/trashbin_351.jpg, 0
dataset/images/trashbin_352.jpg, 0
dataset/images/trashbin_353.jpg, 0
dataset/images/trashbin_354.jpg, 0
dataset/images/trashbin_355.jpg, 0
dataset/images/trashbin_356.jpg, 0
dataset/images/trashbin_357.jpg, 0
dataset/images/trashbin_358.jpg, 0
dataset/images/trashbin_359.jpg, 0
dataset/images/trashbin_360.jpg, 0
dataset/images/trashbin_361.jpg, 0
dataset/images/trashbin_362.jpg, 0
dataset/images/trashbin_363.jpg, 0
dataset/images/trashbin_364.jpg, 0
dataset/images/trashbin_365.jpg, 0
dataset/images/trashbin_366.jpg, 0
dataset/images/trashbin_367.jpg, 0
dataset/images/trashbin_368.jpg, 0
dataset/images/trashbin_369.jpg, 0
dataset/images/trashbin_370.jpg, 0
dataset/images/trashbin_371.jpg, 0
dataset/images/trashbin_372.jpg, 0
dataset/images/trashbin_373.jpg, 0
dataset/images/trashbin_374.jpg, 0
dataset/images/trashbin_375.jpg, 0
dataset/images/trashbin_376.jpg, 0
dataset/images/trashbin_377.jpg, 0
dataset/images/trashbin_378.jpg, 0
dataset/images/trashbin_379.jpg, 0
dataset/images/trashbin_380.jpg, 0
dataset/images/trashbin_381.jpg, 0
dataset/images/trashbin_382.jpg, 0
dataset/images/trashbin_383.jpg, 0
dataset/images/trashbin_384.jpg, 0
dataset/images/trashbin_385.jpg, 0
dataset/images/trashbin_386.jpg, 0
dataset/images/trashbin_387.jpg, 0
dataset/images/trashbin_388.jpg, 0
dataset/images/trashbin_389.jpg, 0
dataset/images/trashbin_390.jpg, 0
dataset/images/trashbin_391.jpg, 0
dataset/images/trashbin_392.jpg, 0
dataset/images/trashbin_393.jpg, 0
dataset/images/trashbin_394.jpg, 0
dataset/images/trashbin_395.jpg, 0
dataset/images/trashbin_396.jpg, 0
dataset/images/trashbin_397.jpg, 0
dataset/images/trashbin_398.jpg, 0
dataset/images/trashbin_399.jpg, 0
dataset/images/trashbin_400.jpg, 1
dataset/images/trashbin_401.jpg, 1
dataset/images/trashbin_402.jpg, 1
dataset/images/trashbin_403.jpg, 1
dataset/images/trashbin_404.jpg, 1
dataset/images/trashbin_405.jpg, 1
dataset/images/trashbin_406.jpg, 1
dataset/images/trashbin_407.jpg, 1
dataset/images/trashbin_408.jpg, 1
dataset/images/trashbin_409.jpg, 1
dataset/images/trashbin_410.jpg, 1
dataset/images/trashbin_411.jpg, 1
dataset/images/trashbin_412.jpg, 1
dataset/images/trashbin_413.jpg, 1
dataset/images/trashbin_414.jpg, 1
dataset/images/trashbin_415.jpg, 1
dataset/images/trashbin_416.jpg, 1
dataset/images/trashbin_417.jpg, 1
dataset/images/trashbin_418.jpg, 1
dataset/images/trashbin_419.jpg, 1
dataset/images/trashbin_420.jpg, 1
dataset/images/trashbin_421.jpg, 1
dataset/images/trashbin_422.jpg, 1
dataset/images/trashbin_423.jpg, 1
dataset/images/trashbin_424.jpg, 1
dataset/images/trashbin_425.jpg, 1
dataset/images/trashbin_426.jpg, 1
dataset/images/trashbin_427.jpg, 1
dataset/images/trashbin_428.jpg, 1
dataset/images/trashbin_429.jpg, 1
dataset/images/trashbin_430.jpg, 1
dataset/images/trashbin_431.jpg, 1
dataset/images/trashbin_432.jpg, 1
dataset/images/trashbin_433.jpg, 1
dataset/images/trashbin_434.jpg, 1
dataset/images/trashbin_435.jpg, 1
dataset/images/trashbin_436.jpg, 1
dataset/images/trashbin_437.jpg, 1
dataset/images/trashbin_438.jpg, 1
dataset/images/trashbin_439.jpg, 1
dataset/images/trashbin_440.jpg, 1
dataset/images/trashbin_441.jpg, 1
dataset/images/trashbin_442.jpg, 1
dataset/images/trashbin_443.jpg, 1
dataset/images/trashbin_444.jpg, 1
dataset/images/trashbin_445.jpg, 1
dataset/images/trashbin_446.jpg, 1
dataset/images/trashbin_447.jpg, 1
dataset/images/trashbin_448.jpg, 1
dataset/images/trashbin_449.jpg, 1
dataset/images/trashbin_450.jpg, 1
dataset/images/trashbin_451.jpg, 1
dataset/images/trashbin_452.jpg, 1
dataset/images/trashbin_453.jpg, 1
dataset/images/trashbin_454.jpg, 1
dataset/images/trashbin_455.jpg, 1
dataset/images/trashbin_456.jpg, 1
dataset/images/trashbin_457.jpg, 1
dataset/images/trashbin_458.jpg, 1
dataset/images/trashbin_459.jpg, 1
dataset/images/trashbin_460.jpg, 1
dataset/images/trashbin_461.jpg, 1
dataset/images/trashbin_462.jpg, 1
dataset/images/trashbin_463.jpg, 1
dataset/images/trashbin_464.jpg, 1
dataset/images/trashbin_465.jpg, 1
dataset/images/trashbin_466.jpg, 1
dataset/images/trashbin_467.jpg, 1
dataset/images/trashbin_468.jpg, 1
dataset/images/trashbin_469.jpg, 1
dataset/images/trashbin_470.jpg, 1
dataset/images/trashbin_471.jpg, 1
dataset/images/trashbin_472.jpg, 1
dataset/images/trashbin_473.jpg, 1
dataset/images/trashbin_474.jpg, 1
dataset/images/trashbin_475.jpg, 1
dataset/images/trashbin_476.jpg, 1
dataset/images/trashbin_477.jpg, 1
dataset/images/trashbin_478.jpg, 1
dataset/images/trashbin_479.jpg, 1
dataset/images/trashbin_480.jpg, 1
dataset/images/trashbin_481.jpg, 1
dataset/images/trashbin_482.jpg, 1
dataset/images/trashbin_483.jpg, 1
dataset/images/trashbin_484.jpg, 1
dataset/images/trashbin_485.jpg, 1
dataset/images/trashbin_486.jpg, 1
dataset/images/trashbin_487.jpg, 1
dataset/images/trashbin_488.jpg, 1
dataset/images/trashbin_489.jpg, 1
dataset/images/trashbin_490.jpg, 1
dataset/images/trashbin_491.jpg, 1
dataset/images/trashbin_492.jpg, 1
dataset/images/trashbin_493.jpg, 1
dataset/images/trashbin_494.jpg, 1
dataset/images/trashbin_495.jpg, 1
dataset/images/trashbin_496.jpg, 1
dataset/images/trashbin_497.jpg, 1
dataset/images/trashbin_498.jpg, 1
dataset/images/trashbin_499.jpg, 1
dataset/images/trashbin_500.jpg, 1
dataset/images/trashbin_501.jpg, 1
dataset/images/trashbin_502.jpg, 1
dataset/images/trashbin_503.jpg, 1
dataset/images/trashbin_504.jpg, 1
dataset/images/trashbin_505.jpg, 1
dataset/images/trashbin_506.jpg, 1
dataset/images/trashbin_507.jpg, 1
dataset/images/trashbin_508.jpg, 1
dataset/images/trashbin_509.jpg, 1
dataset/images/trashbin_510.jpg, 1
dataset/images/trashbin_511.jpg, 1
dataset/images/trashbin_512.jpg, 1
dataset/images/trashbin_513.jpg, 1
dataset/images/trashbin_514.jpg, 1
dataset/images/trashbin_515.jpg, 1
dataset/images/trashbin_516.jpg, 1
dataset/images/trashbin_517.jpg, 1
dataset/images/trashbin_518.jpg, 1
dataset/images/trashbin_519.jpg, 1
dataset/images/trashbin_520.jpg, 1
dataset/images/trashbin_521.jpg, 1
dataset/images/trashbin_522.jpg, 1
dataset/images/trashbin_523.jpg, 1
dataset/images/trashbin_524.jpg, 1
dataset/images/trashbin_525.jpg, 1
dataset/images/trashbin_526.jpg, 1
dataset/images/trashbin_527.jpg, 1
dataset/images/trashbin_528.jpg, 1
dataset/images/trashbin_529.jpg, 1
dataset/images/trashbin_530.jpg, 1
dataset/images/trashbin_531.jpg, 1
dataset/images/trashbin_532.jpg, 1
dataset/images/trashbin_533.jpg, 1
dataset/images/trashbin_534.jpg, 1
dataset/images/trashbin_535.jpg, 1
dataset/images/trashbin_536.jpg, 1
dataset/images/trashbin_537.jpg, 1
dataset/images/trashbin_538.jpg, 1
dataset/images/trashbin_539.jpg, 1
dataset/images/trashbin_540.jpg, 1
dataset/images/trashbin_541.jpg, 1
dataset/images/trashbin_542.jpg, 1
dataset/images/trashbin_543.jpg, 1
dataset/images/trashbin_544.jpg, 1
dataset/images/trashbin_545.jpg, 1
dataset/images/trashbin_546.jpg, 1
dataset/images/trashbin_547.jpg, 1
dataset/images/trashbin_548.jpg, 1
dataset/images/trashbin_549.jpg, 1
dataset/images/trashbin_550.jpg, 1
dataset/images/trashbin_551.jpg, 1
dataset/images/trashbin_552.jpg, 1
dataset/images/trashbin_553.jpg, 1
dataset/images/trashbin_554.jpg, 1
dataset/images/trashbin_555.jpg, 1
dataset/images/trashbin_556.jpg, 1
dataset/images/trashbin_557.jpg, 1
dataset/images/trashbin_558.jpg, 1
dataset/images/trashbin_559.jpg, 1
dataset/images/trashbin_560.jpg, 1
dataset/images/trashbin_561.jpg, 1
dataset/images/trashbin_562.jpg, 1
dataset/images/trashbin_563.jpg, 1
dataset/images/trashbin_564.jpg, 1
dataset/images/trashbin_565.jpg, 1
dataset/images/trashbin_566.jpg, 1
dataset/images/trashbin_567.jpg, 1
dataset/images/trashbin_568.jpg, 1
dataset/images/trashbin_569.jpg, 1
dataset/images/trashbin_570.jpg, 1
dataset/images/trashbin_571.jpg, 1
dataset/images/trashbin_572.jpg, 1
dataset/images/trashbin_573.jpg, 1
dataset/images/trashbin_574.jpg, 1
dataset/images/trashbin_575.jpg, 1
dataset/images/trashbin_576.jpg, 1
dataset/images/trashbin_577.jpg, 1
dataset/images/trashbin_578.jpg, 1
dataset/images/trashbin_579.jpg, 1
dataset/images/trashbin_580.jpg, 1
dataset/images/trashbin_581.jpg, 1
dataset/images/trashbin_582.jpg, 1
dataset/images/trashbin_583.jpg, 1
dataset/images/trashbin_584.jpg, 1
dataset/images/trashbin_585.jpg, 1
dataset/images/trashbin_586.jpg, 1
dataset/images/trashbin_587.jpg, 1
dataset/images/trashbin_588.jpg, 1
dataset/images/trashbin_589.jpg, 1
dataset/images/trashbin_590.jpg, 1
dataset/images/trashbin_591.jpg, 1
dataset/images/trashbin_592.jpg, 1
dataset/images/trashbin_593.jpg, 1
dataset/images/trashbin_594.jpg, 1
dataset/images/trashbin_595.jpg, 1
dataset/images/trashbin_596.jpg, 1
dataset/images/trashbin_597.jpg, 1
dataset/images/trashbin_598.jpg, 1
dataset/images/trashbin_599.jpg, 1
dataset/images/trashbin_600.jpg, 1
dataset/images/trashbin_601.jpg, 1
dataset/images/trashbin_602.jpg, 1
dataset/images/trashbin_603.jpg, 1
dataset/images/trashbin_604.jpg, 1
dataset/images/trashbin_605.jpg, 1
dataset/images/trashbin_606.jpg, 1
dataset/images/trashbin_607.jpg, 1
dataset/images/trashbin_608.jpg, 1
dataset/images/trashbin_609.jpg, 1
dataset/images/trashbin_610.jpg, 1
dataset/images/trashbin_611.jpg, 1
dataset/images/trashbin_612.jpg, 1
dataset/images/trashbin_613.jpg, 1
dataset/images/trashbin_614.jpg, 1
dataset/images/trashbin_615.jpg, 1
dataset/images/trashbin_616.jpg, 1
dataset/images/trashbin_617.jpg, 1
dataset/images/trashbin_618.jpg, 1
dataset/images/trashbin_619.jpg, 1
dataset/images/trashbin_620.jpg, 1
dataset/images/trashbin_621.jpg, 1
dataset/images/trashbin_622.jpg, 1
dataset/images/trashbin_623.jpg, 1
dataset/images/trashbin_624.jpg, 1
dataset/images/trashbin_625.jpg, 1
dataset/images/trashbin_626.jpg, 1
dataset/images/trashbin_627.jpg, 1
dataset/images/trashbin_628.jpg, 1
dataset/images/trashbin_629.jpg, 1
dataset/images/trashbin_630.jpg, 1
dataset/images/trashbin_631.jpg, 1
dataset/images/trashbin_632.jpg, 1
dataset/images/trashbin_633.jpg, 1
dataset/images/trashbin_634.jpg, 1
dataset/images/trashbin_635.jpg, 1
dataset/images/trashbin_636.jpg, 1
dataset/images/trashbin_637.jpg, 1
dataset/images/trashbin_638.jpg, 1
dataset/images/trashbin_639.jpg, 1
dataset/images/trashbin_640.jpg, 1
dataset/images/trashbin_641.jpg, 1
dataset/images/trashbin_642.jpg, 1
dataset/images/trashbin_643.jpg, 1
dataset/images/trashbin_644.jpg, 1
dataset/images/trashbin_645.jpg, 1
dataset/images/trashbin_646.jpg, 1
dataset/images/trashbin_647.jpg, 1
dataset/images/trashbin_648.jpg, 1
dataset/images/trashbin_649.jpg, 1
dataset/images/trashbin_650.jpg, 1
dataset/images/trashbin_651.jpg, 1
dataset/images/trashbin_652.jpg, 1
dataset/images/trashbin_653.jpg, 1
dataset/images/trashbin_654.jpg, 1
dataset/images/trashbin_655.jpg, 1
dataset/images/trashbin_656.jpg, 1
dataset/images/trashbin_657.jpg, 1
dataset/images/trashbin_658.jpg, 1
dataset/images/trashbin_659.jpg, 1
dataset/images/trashbin_660.jpg, 1
dataset/images/trashbin_661.jpg, 1
dataset/images/trashbin_662.jpg, 1
dataset/images/trashbin_663.jpg, 1
dataset/images/trashbin_664.jpg, 1
dataset/images/trashbin_665.jpg, 1
dataset/images/trashbin_666.jpg, 1
dataset/images/trashbin_667.jpg, 1
dataset/images/trashbin_668.jpg, 1
dataset/images/trashbin_669.jpg, 1
dataset/images/trashbin_670.jpg, 1
dataset/images/trashbin_671.jpg, 1
dataset/images/trashbin_672.jpg, 1
dataset/images/trashbin_673.jpg, 1
dataset/images/trashbin_674.jpg, 1
dataset/images/trashbin_675.jpg, 1
dataset/images/trashbin_676.jpg, 1
dataset/images/trashbin_677.jpg, 1
dataset/images/trashbin_678.jpg, 1
dataset/images/trashbin_679.jpg, 1
dataset/images/trashbin_680.jpg, 1
dataset/images/trashbin_681.jpg, 1
dataset/images/trashbin_682.jpg, 1
dataset/images/trashbin_683.jpg, 1
dataset/images/trashbin_684.jpg, 1
dataset/images/trashbin_685.jpg, 1
dataset/images/trashbin_686.jpg, 1
dataset/images/trashbin_687.jpg, 1
dataset/images/trashbin_688.jpg, 1
dataset/images/trashbin_689.jpg, 1
dataset/images/trashbin_690.jpg, 1
dataset/images/trashbin_691.jpg, 1
dataset/images/trashbin_692.jpg, 1
dataset/images/trashbin_693.jpg, 1
dataset/images/trashbin_694.jpg, 1
dataset/images/trashbin_695.jpg, 1
dataset/images/trashbin_696.jpg, 1
dataset/images/trashbin_697.jpg, 1
dataset/images/trashbin_698.jpg, 1
